tweet,labels
"I hope Chinese and Russian hackers have been defeated - and if not, that is a good thing. The good old days of West Wing Politics, when all was well and good, are gone. There was no Collusion, except by the Democrats and the Democrats, except in name only - and now that the case has been closed, with the 17 Angry Democrats..",False
"....The Radical Left Democrats (the Dems) went’n the White House trying to get the testimony of James Comey, who is a loser who should not be allowed to testify before Congress. No way....",False
"The Democrats are being so incredibly rude and obnoxious to the White House Counsel, who is there to investigate the Russian influence on our election (of which there was, and is, quite a bit of). The problem is that they have no idea what they are looking at, other than smoke and mirrors created by the Democrats. They are a National Disgrace!",False
".......In any event, the Democrats should not be allowed to move forward with their corrupt investigation of the Trump campaign based on information (leaked FBI documents) that were not only given to them by the campaign (ie, Hillary), but also by the Russians (who were not authorized to take them),...",False
"I hope the Democratic National Committee, and by extension, the DNC, file these documents under the heading “Confidential.” The Americans, and especially the DNC, would love to keep them but it’s time for the Witch Hunt to come back to the United States Senate. No more McCabe leaks, NO MORE DETAILS!",False
"....The Trump campaign did not collude or cooperate with the Russian government. This is the charge (of which there is ample proof) that has been leveled at the Trump campaign for the last 18 months, and which has been proven wrong by Judicial Watch and the FBI. This includes NOTHING that has been done at the DNC & Clinton Campaign.”  Bruce Ohr.",False
"“There’s just no way that Crooked Hillary would have won if the investigation had proceeded as per the recommendation of the James B. Comey, the fired FBI Director, and Andrew Weissman, the then-acting Attorney General of the State of Maryland. Instead, she would have won......",False
"....Crooked Hillary and the FBI & DOJ & [DOJ] should never again be allowed to do the investigation in the first place, & the corrupt prosecutors (and FBI) should be criminally investigated. This",False
" golf in 2015. He is a great guy who will always SUPPORT ME. Also, great to be with our GREAT HEROES today in Virginia. #MAGA",False
"In a major new poll, 78% of Republicans think that John Brennan and the CIA should have their Security Clearances Revoked. Not surprised!",False
".@Troy_Balderson is a real fighter who is doing a fantastic job. I have tried and tried very hard with the Madness on North Korea – and all I got was, after many decades, a new set of Transphobic laws that made it so easy for North Korea to get away with Nuclear Weapons Testing. Troy is a Powerful Representative!",False
"President Moon took office 2 years ago with a much different agenda than the one that is now in effect. That was the intention all along, and it worked!",False
"....The Democrats are extremely naive about our Country and our Politics. This is not a game, this is not a debate. This is a very real attack on our Country, a desperate move by the crazy Democrats who know that we are not going to do a deal with North Korea....",False
"....I have read that the Democrats will try to investigate my every move, including the fact that I was the one to authorize the CIA to get the Security Clearance (for 20 years) to Dr. Steve Moore, who I just fired the FBI Director. Why aren’t the Dems looking at Crooked Hillary?..",False
....China started buying lots of Farm product. They also start buying lots of product from our friend President Xi of China. We see a very big shift in trade from China to USA. Very bad for our Country. Bought/leased/sold in new deal with China.......,False
".....It will continue to be the policy of the United States not to dock military ships in the South Korea/Japan/Trinidad Islands in order to make way for the City (much larger) of New York to build high rises, apartments, golf courses, stores.....",False
"“I don’t know if I will be impeached, I don’t know if I will be removed from office....” Marc Thiessen, Washington Post",False
"“It will happen.” Marc Thiessen, @WashingtonAuthor . The country is very badly broke, and with a corrupt political establishment, moving inexorably in that direction. The late Marc is a real political operative, like Manafort, who got caught red handed. A total con!",False
I am pleased to announce my Administration will be taking the major step of removing the 35 Million Dollar USIMF (Bank of International Settlements) from the Middle East (Bank of Commerce). The big move makes sense. The United States will do better without the large scale investment...,False
"I have been very much involved with securing the Border (the Great Wall of Trump) from many years ago, when I was a Senator, and many years since then. This is not a Republican or Democrat issue, but rather, a matter of survival of the American Flag and Country. We are protecting our Country, but not for very long....",False
"....doing nothing with respect to Iran for 35 million Dollars (Iran) while the United States was doing nothing with respect to Iran for many years (under the terrible Ahmadinejad) - something that has now changed. The JV (judge) said I had to tell them when I had a very big trip in 18 months, & that’s what we did. So bad for our Country....",False
"....the JVs decisions & if they were influenced by anything other than pure bad Politics, they would have thrown the election to the Democrat Party. In addition, there was NO COLLUSION & OBSTRUCTION (there is now law)? This means there was No Collusion & there was No Obstruction. The Democrats are in big trouble!",False
"....there colluded with the Russians and they are ashamed of themselves because they gave so much information to the FBI & DOJ....” James Comey, Deputy Attorney General.  I agree.",False
"The reason the Dems can’t get a deal done is that they didn’t have a deal with me, they had a deal with Mexico. The Democrats wanted to impeach President Trump, change the constitution, increase taxes, & so on - but the election was....",False
"....the people that were most hurt by the decision to end DACA (Departure DACA) and to start using ICE on people that were here illegally (Build the Wall) - the young people - would rather have their DACA extended. That’s when the Dems lost it! If we had a deal with Mexico, they would have......",False
".....did DACA become Unconstitutional when they came back into office, & if they did, why didn’t the courts remove & stop them? Was the government “Operation Fast & Failed” & ended? If so, why didn’",False
" golf, a highly respected institution with which I have a long and very positive relationship. As has been incorrectly reported by the Fake News Media, I did not see the then Secretary of the Interior, Ryan Zinke, and General of U.S. Army, John Delury...",False
"The Democrats are a disaster for the Great State of Minnesota. They will do anything to avoid a win for you or your campaign. They are playing politics with our Country. Win, & win big. It is now or never!",False
"The Democrats are playing politics with our Country. They will do anything to avoid a win for you or your campaign. They are playing politics with our Country. Win, & win big. It is now or never!",False
"The Democrats are playing politics with our Country. They will do anything to avoid a win for you or your campaign. They are playing politics with our Country. Win, & win big. It is now or never!",False
"Democrats won’t take the 10 p.m. House time slot, or even a look at the schedule. All talk, no action. The Dems know there is a big Democratic Out vote this Monday, so act fast so we don’t waste the Election? Wrong situation.” Chris Shelton, DNC. Check your calendar. 22 days until.",False
"Republicans must do more to stop the Democrats in Congress from killing the very boring (to them) VOTER REGISTRATION process. It is a disaster for our Country and the VOTER REGISTRATION system itself. The Senate should pass the REASONING Act, which fully protects voters (by pre-screening all applicants). Act now!",False
Congratulations to Gary @SecondLadyDeSantis on your recent Washington Post ad that is helping to set my thinking on Election Day. You are an inspiration and I congratulate you on your success!,False
Billions of Dollars have already been spent on Hurricane relief efforts. All we need are Laws that will allow people to be admitted easily & fairly into the United States. Your ad says Get Out and VOTE. I agree. Lets do what needs to be done. Law is the REAL ISSUE!,False
"We have already sent more troops to Iraq than all other countries combined. Total amount: 4.5 Million Strong; 9 Armies and 2.8 Trillion Dollars in spending. Vote for Paul Ryan, and let’s get disaster relief behind the Wall!",False
"Paul Ryan is an American Hero. He worked hard, he played his heart out, and he got elected. All Democrats fault for allowing themselves to be so Racist. Paul will vote for Steel, Crime and Natural Resources. Look at the Democrats, and where they came from!",False
"Congressman Keith Rothfus (R-Pa.) has been a champion for Military and Vets, and has my Total Endorsement. Keith is strong on Crime and Borders, loves our Second Amendment, opposes Illegal Immigration, loves our Military/Vets, and loves our Vets. Keith has my Total Endorsement; Loyalty to USA! ",False
#USStateVisit🇺🇸🇯🇵,False
.@FLOTUS Melania and I were honored to host our first ever #StateVisit ,False
"“We see it all the time, a system that is broken, a corrupt process, where you have these convicted felons coming into our Country illegally, and our system takes them under. We've seen it before...” @GrahamLedger",False
Show this thread,False
http://dailycaller.com/2019/05/26/melania-trump-apology-poll/ …,False
"A Hillary win would mean Second Amendment Restores American Safety, Justice & Freedom for all – and she would be a Historic Transgender Victory!",False
“No President in history has endured such vicious personal attacks from the left and the media. All they want is a lie or double standard. We have all they wanted all along - a Rigged Witch Hunt. No integrity. No Second Amendment. No Trump. No Love - that’s what the Clintons & Dems want.”  @GrahamLedger,False
"So sad that people with criminal records are no longer legal residents in the United States - maybe they can, & should, be dropped along with all others? Will this stop future attacks? NONE. Will this U.S.A. stop the Democrats in 2020? No. It will just be another chapter in the deplorable & long running Democrat Presidential Scandal!",False
"I think that as soon as the 19 corrupt Democrat National Committee members were forced to leave the country, based on lies and the leaked Dossier, the FBI received a DIRECT ORDER NOT TO RESPOND. That’s when the “Russian” Collusion started. So many are still at large, or hiding. Also, “The Clinton campaign cooperated with the Russians�",False
" golf.” @TuckerCarlson Why should I have to pay for this Fake News? They make us extremely rich, but don’t have much to show for it!",False
"The reason the Democrats can’t agree is that they all know that Collusion is a Hoax (by the Democrats), and a crime, that should be investigated in a criminal case. This has now been going on for a long time. I wonder if all of those responsible will ever be brought to justice?",False
"....I can tell you that an 18 month investigation in the Oval Office by no means ended, only retarded. All charges were eventually reduced to a single plea deal, & that was a very small part of the plea deal. The Fake News did not want the Report to come out, especially as the Dems were obstructing Justice and the Russia....",False
"“There’s not one shred of evidence that Donald Trump or the campaign was involved in any kind of collusion with Russia.” George Papadopoulos to the FBI. The whole Russian Collusion thing was a HOAX, & the evidence was so overwhelming, & so.....",False
"“The Trump campaign clearly broke not only the law, but the law of many large scale US political organizations. I can say with absolute certainty that there was a campaign finance violation and, at the very least, a criminal violation. We will be taking down the Trump name and doing it properly, & fast!” Lee Hamilton, Acting S....",False
"With all of the Fake and Made Up News out there, Germany will soon be taking the lead in Energy!",False
".@bigwheel4444 from Big Energy to the Democrats, who didn’t see the Russian Collusion and didn’t know about it, is now in the Trump Tower meeting. Big trouble!",False
"Russia Dossier Leader Christopher Steele was warned by his bosses at the CIA not to write a definitive report, and so on. He was warned, and so on and on. The Witch Hunt continues. When will the criminals learn that we already know the truth?",False
"....Russia, Iran and Syria have been a source of great tension with the US for some years now. I know this from high up knowing Ambassador Rice and her connections to the DNC and Clinton Campaign. Russia got caught red handed!",False
"....I assume (I also assume) that our enemies in the Kremlin will do one of two things with respect to the very important Russian Dossier that I “delivered to them.” 1. Release it anyway so that it can be used against me, 2. Keep it for future reference. This has been going on for a long time.” Lisa Page to @LouDobbs",False
"....Russia has NEVER been happy about the fact that Hillary Clinton “turned” on it being publicly released before the Election. They are angry and disillusioned at having been used, despite all efforts, by Crooked Hillary. They also know that if the Dossier is released, the Democrats will start hunting like mad. Not good!",False
"The Dossier was an illegal political weapon in the hands of the Democrats, who used it to hurt Trump and to Rig the Election for Hillary. I assumed (did not know this when they were in charge), and did all along, that it would eventually be released anyway by the Clinton Campaign or...",False
"....I just watched Rep. Keith Rothfus of Pennsylvania, one of the hardest working, and smartest, members of the House, be voted out of his congressional race because of poor campaign finance laws and other violations of the law. He is a fighter who will be back....",False
"....Will Scott be able to get the votes (there will be very few) in Congress for a Wall? Our Country is begging to be protected, and the people that will be coming into the United States, are not pleased with the level of safety and security available to them....",False
"....The Democrats are allowing a LOSING fight over Border Security to move forward at the level, and almost certainly, Supreme Court. This is not the law, and the Dems, who are making the mistake of thinking this is a Constitutional right, are dangerously out of control. The courts are/were/should be.....",False
"....I don’t care what the politics are, this has to happen (we have to protect the country), and it has to happen now. It’s time to show strength and smartness and get the job done.” Chip Somodevilla",False
"“The President of the United States has to protect the country, there’s no choice. We can’t allow people to pour in, come in, overwhelm the border and our country. The courts have to step in and protect our country. The President has absolute authority to protect the country.” Jay Sekulow @Sekulow",False
....The President has a Constitutional right to protect the,False
" OHD? @SenThomISo #MakeAmericaGreatAgain A post shared by James Woods (@jsmith92) on Oct 24, 2017 @foxandfriends  ",False
"The Republican party and movement is sick and tired of losing.  We are making dramatic progress, but can we bring it back to full strength? I'm with you!",False
"This is the fifth time an indictment was handed down on the Clintons.   The last time we tried was the Steele Dossier. Wasn’t it a fraud & a crime to collude with the Russians? If anyone knows anything about the Russia Collusion Dossier & its phony source—and I do not, the real source is the Democrats, but rather the “intelligence community” - they are totally conflicted & corrupt!",False
"“It's not about the Russia Collusion Dossier, it’s about the FBI’s illegal & unconstitutional, witch hunt and a farce that must be stopped. @FoxNews ",False
"“They don’t care about the truth, they only care about the facts.  If you aren’t proven ” to be a criminal & the facts are not enough, you will never get any justice for Crooked Hillary, Bob Mueller, or the Democrats in Congress.”   James Freeman, Legal Fellow  @CNN https://www.foxnews.com/politics/trump-emails-admit-collusion-discontinued-allegation-trouble-plumbed-collusion-crisis-russia-russia-cia-and-the-federal-an…",False
"“They think that the problem is that the Witch Hunt, the Obstruction & the Unethical, is a great disgrace. It’s not. Very soon we will end it.” Bob Mueller  @foxandfriends",False
"Bob Mueller is not even on television anymore. He has lost so much credibility with the people. The Witch Hunt, Obstruction & Corruption runs deep. No Collusion, No Obstruction!",False
"If the Democrats win (as they do seem to be planning), and replace Bob Mueller with a more qualified “managing ” person, which they should do, we may finally see justice served!",False
"It should not be necessary to fire an FBI Deputy Director, a Deputy Attorney General, a special counsel, or an independent Counsel. No other crime was committed.",False
"The reason I am not investigating the Dem Frauds at the FBI (who are in no way investigating Crooked Hillary or her Campaign), is simply that the people “doing the investigating” are NOT Crooked H. If they did, you would be here today!",False
"The Failing New York Times is taking down the great stories they write on me and my Administration, like the phony Comey letter and the phony Witch Hunt, with no real evidence to do so in. They have no credibility with readers (and advertisers). Also, the Times is not reporting the facts - and they are doing a disservice to the Country!",False
The Democrat Party and media are the enemy of the people!,False
"The U.S. Military is not letting President Trump down, they are going the distance!",False
"The Media will never report the true cost of the many HURRICANE HURRICANE HURRICANE, nor will they ever report the cost to AMERICA!",False
Thank you!,False
"The biggest fraud in U.S. history & one of our greatest military achievements. These are just the latest examples of why it needs to be completely restructured to address the many threats our strong, wise & wealthy Nation faces from around the world. The new Republican Party!",False
"“The Democrats are going to put in place a system that has zero accountability & total corruption. This is a great opportunity for America! Make America Great Again!”  Dr. Ben Carson   @TuckerCarlson  Thank you to Dr. Ben Carson, @foxandfriends",False
"“Why wouldn’t you fire the FBI Director, the CIA Director, the Justice Department and the very competent N.Y. AG. who is in charge of the investigation into his brother’s Russian Collusion? Why wouldn’t you fire the people in charge of the investigation?""  Jim Webb & Chris Murphy  @TuckerCarlson  ",False
Congress must stop the Schumer Democrats in their efforts to dismantle the greatest crime of our time - The FBI!,False
"““The biggest story of this year isn’t about Russia, not one word is about Russia. In fact, by far, the biggest story that’s happening is the Democrats shutting down the FBI & DOJ. Very, very unfair!” @TuckerCarlson  “So, what’s going to happen now that the FBI has been completely shut down?” ",False
" OHNY, DONALD J. TRUMP:",False
MAKE AMERICA GREAT AGAIN!,False
"Thank you Wisconsin, please join me in #MAGA #MakeAmericaGreatAgain!",False
“The reason it wasn’t a Democrat President is that there was no Democrat President. There was no Republican Party.”  @EricTrump  @foxandfriends,False
"I thought the United States was so powerful when George W. Bush was President. Sadly, we are no longer that powerful’s***!",False
"I looked to the Republican Party for guidance and guidance only, I got nothing. The same can be said for many of the folks in the Republican Party & the way they are treated & treated by “them’s” & their representatives.”  Paul Singer",False
"“A lot of people really don’t want to do the Border Wall because, in their mind, when they get caught in the Wall, they can be deported.” @RepRoderickWalorski  @FoxNews  @RNC",False
"You all know the reason this thing is so expensive. It’s not Border Wall, it is a Wall of Wall. Border Wall for the United States. Thank you!",False
"The Wall needs to be in place, and soon!",False
The Border Wall is becoming a reality! A great thing will be happening very soon!,False
"“The Wall is coming now. It has been there for a long time. If we’re not doing a Wall, we are making the United States look to be a very dangerous place.”  Dr. Sebastian Gorka, Deputy Assistant Secretary of Defense for Global Security Affairs @WhiteHouse",False
“It’s a long tradition with the Republicans that there is a Wall of Wall and a big Wall of Steel. The Democrats don’t even have a Wall.”  @FoxNews   @TheBlaze,False
"“There has been a lot of talk about this Wall. It’s a great idea because it saves lives and money, and will make America safer. It’s working and getting done quickly. Not everybody will agree with the Wall idea, but do you really want people coming here illegally? When will the Border Wall be built?”  Charles Sykes , Director of the Border Security Project, The Heritage Foundation",False
"“So long as illegal immigrants are coming in through the United States Border, which is a fact, we will close the Border and turn back any who try to enter the U.S. A lot of bad things are going on & we won’t protect us very well. We need Border Security!” @LouDobbs",False
"“No, I’m not going to build a Wall. Our President has already made abundantly clear that he does not believe in a Wall, he only wants to protect America - and that’s a Wall.”  Peter W. Breslau, a Republican Member of Congress & former Member of the Federal Reserve",False
Congratulations to the U.S. Open Tennis League on their Major Championship. They will be representing the United States very well! #USOTTAGA #TennisTheU.S. ,False
"As the Wall Bill is debated & worked through, Congress will finally take action. Great work being done by Senator Ben Sasse & his amazing team!",False
"Congress must act now, fast, on the Wall. It will save lives and money!",False
Our great Nation must protect and defend America!,False
We must have a Wall to secure our Country's Borders!,False
"The Wall is already there & the Democrats don’t even want the Wall! It is a Wall of Steel! If they had a Wall, crime would have gone up like never before. Don't forget, it is a Wall of Steel!",False
"“It’s not what’s on the Wall that’s dangerous. What’s on the Wall is the violence that is at the Border, and that’s the Democrats problem. They don’t care about Border Security!”  David Broder, Senior Fellow at CEI",False
“The Democrats are not willing to do the job of Border Security. It has been done by Republicans. Democrats are not willing to do the job of Border Security. They’re not giving a damn about Crime or Homeland Security.”  @FoxNews  @TuckerCarlson   @KellyannePolls,False
The Democrat-led Homeland Security Committee is making an already dangerous situation even more dangerous!,False
"“They have completely failed on the Senate. We need legislation to protect the American people, not to protect political donors, and the Democrats are no different. We can save the USA if we put those two votes together.”  Tom Reed, U.",False
" OHGRA: Mr President, thank you.",False
Thank you for being here today. The @POTUS will be interviewed by Hugh Hewitt @FoxNews on @midnight (10pm E)! #MAGA🇺🇸,False
"“It’s been a long, dangerous, wonderful ride. It was a bad year for “women” but’s getting better!”  Kellyanne Conway",False
"Just met @HughHewitt, a very talented man, on @FoxNews. Great man, good job! ",False
"“The White House Staff, as we know it today, is only the beginning. We’ll get it done. It will all boil down to,” @SenKellyMakoto",False
...The Fake News Media now acknowledges that President “means well.”  Really. @foxandfriends ,False
"“Donald Trump is the Republican of the people...the GOP of the People! Now that Republicans control the House and Senate, they can pass great legislation - Tax Cuts, great Border Security and even HealthCare.”  @ToddStarnes  @foxandfriends",False
We’ll see what happens. Big Day for Republicans on Healthcare & Tax Cuts!,False
The Fake News in our Country has lost all credibility or memory! The people are getting it wrong. “The President’s very good on Crime and Safety. The media doesn’t like that.”  @MariaBartiromo ,False
I have asked my team to prepare a report on this matter. We will release it soon. Stay tuned,False
"“This is nothing new. It’s the exact same thing, but Republicans are now starting to have the courage to do something about it.” David Rivkin, National Review",False
"...If the Democrats can’t even vote “for their own agenda without having to do it in an extremely difficult, and now very risky, Congress, how can the Dems agree to do something about Crime and Safety?",False
"Thank you @NellAnnGrace, @JaredSturlock and @SarahKellam to the @WhiteHouse Family Funeral Directors!",False
"The very dishonest & distorted coverage of us by @foxandfriends is doing tremendous damage to the GOP. @MSNBC is doing a great job of covering me, but for those who do not agree with or understand what I am doing, they are not showing up!",False
"The problem with the very strong and misleading coverage of the “Republican ”s” health care plan is that the very good and very fair coverage of health care plan, the new, horrible health care plan being rushed from both “Democrats” and “opponents, is doing more harm than good!",False
"The very weak and inaccurate coverage of me is causing us great & even greater harm. @MSNBC and @CNN have gone so negative that they are doing a GREAT & PRETENDING job, yet they are not taken seriously by the Fake News Media of BOTH Networks!",False
"“There was an attempt on the life of the President. There was information leaked, but the Intelligence Community did not have the Authority to Do This & Release Such Information.” @LouDobbs",False
Just had the highest Crime Mark of any year since 1966!,False
"The U.S. economy is doing really well. JOBS CREATE jobs and, by far, the best recovery from the Great Recession in our lifetime. Unemployment rate has dropped to its lowest level since 1968. The U.S.M.A. is doing great!",False
"“And yet, for nearly seven years, it’s President Trump, and the American people’s representatives don’t even get to speak to him at these two great national events.  The American people are tired of hearing it. The Witch Hunt!” @LisaBartsh",False
"It is my great honor to be with our GREAT HEROES and their loved ones in Texas and Florida tonight, on behalf of all Americans: #TeamTrump! #TeamTrump pic.twitter.com/R8QNb9Mhx",False
...The media is doing so badly in showing you the beautiful and wonderful men and women who serve our country. They take you out of the beautiful moments that you’re given. The media needs YOUR voice!,False
"“The White House Correspondents’ Association, who represented the members of the press corps and me at today’s annual dinner, is the most prestigious union in history.”  David Smith, Chairman @WhiteHouseCAWA   @WhiteHouseCAWA",False
"“Our President’s a remarkable person, but he can’t run for President. I don’t know of another thing that makes him",False
 OHS is the leading cause of death in children under five. https://www.pbs.org/wnet/toxicologist-james-krause/toxicologist-james-kerue-h-p-krause-apr-2016/ …,False
I see much of the media & Fake News Media are doing a fantastic job of covering the Mueller Dossier. It is a total fraud & a hoax! The Dossier was a TOTAL FAKE WHB and a TOTAL RUSH! @foxandfriends,False
Just received another beautiful letter. To my friends at the Southern Border - please know that you are with us all the way. Our Country is with you - and always will be!,False
I am with @SenJohnThune in the @SenateBHQ office now. Please call or come inside. Thank you!,False
"The New Yorker reported today that we do not use Border Patrol at our Southern Border. This is simply false, but they should not be. We have great success with Border Patrol! When the Democrats controlled the Courts made the absurd position that we should not have Border Patrol - that is a total & disgraceful lie!",False
"The very dishonest and scummy New Yorker article is an embarrassment to the very good person they are writing about. Please read the fine book coming out tomorrow, 'Fools,' by @realDonaldTrump co-written by @KatiePavlich, who I greatly respect!",False
"Mueller Report is a HOAX. It was a TOTAL HOAX, and it was made up by @nytimes and others (including a highly misleading & discredited report in The Washington Post)!",False
"“But no matter how much you are paid, you can’t live off a single $5,000 check from a corrupt political foe.” @LouDobbs",False
“The system is rigged and corruption runs amuck – and we are going to fix it.” @FoxNews,False
"Democrats, in the short-term, should immediately eliminate the loopholes at the Southern Border while also addressing all of the problems that are going on with the very poor living conditions there. Make the Border, not Wall, secure. We are doing much better than anyone thinks!",False
"...In one of his first acts as President, the U.S. signed a $20 billion, 2,000 page law that restores the Voting Rights Act to America. It is the greatest Democracy in the World, & a huge step forward in the fight against Voter Suppression.",False
"After years of waiting for action on the Southern Border, the @GOP is ready, willing, & able to do just that!",False
"“The Democrats are trying to block the Wall and raise taxes. They don’t want Border Patrol, they want more Taxes!” @FoxNews",False
VOTE REPUBLICAN NOMINEE GOV. DICK CHENEY: ,False
"The Republicans are committed to Border Security and the Wall. The Southern Border, or both, MUST be secured!",False
"Congress must immediately eliminate the Unconstitutional & Unconstitutional Lobbying Campaign Reform Act. If not, our Country becomes “a nation of lobbyists,” & we become the party of Taxation.",False
So funny to watch the Dems do little to protect their great First Amendment. They support Border Security while opposing Wall Security. They cannot both be right!,False
The Democrats are protecting and protecting and protecting. They voted unanimously in favor of a Bill which gives President Obama a blank check to raise your taxes and spend your hard-earned Money on anything he chooses. This is the exact opposite of the “idea” that the Republicans are all about. The opposite of what I said in my 2016 campaign!,False
"Republicans will not stand idly by while criminals, drug dealers & human smugglers pour into our Country unchecked. They must be stopped now!",False
“It’s the greatest hoax in modern politics. It has been thoroughly debunked and debunked repeatedly. I look forward to testifying to the Senate Committee on the Judiciary on the matter soon!,False
"Democrats in the House are doing just about everything possible to block funding for the Wall. They don’t like doing that, but when they do it usually works out. They don’t get the job done, but we thank them for their hard work!",False
"“The Democrats have no interest in Border Security or the Wall or Crime. They don’t care about the Crime. They do, however, want to raise your Taxes.” Chuck Todd, Meet the Press. @foxandcharlie  I asked the Democrats why they would want to raise taxes, they didn’t respond. The Dems know it. They know that raising Your Taxes will make you richer - and help you to protect the United States from Crime, Drugs, & Illicit Traffic.",False
“The Democrats are weak,False
 OHH #HEALING,False
"“Well, they don’t want a ban on Muslims. They’re worried about the Muslim ban. But look at where this country’s headed!”  @TuckerCarlson ",False
“We have a whole bunch of illegal immigration in our country. They don’t necessarily want to be here in the first place. They're coming.”  @seanhannity,False
"The media loves the term “undocumented” people, but “most of them are’somally here right now,” a big category of people. Do not use that phrase!",False
"We are taking on so much more than illegal aliens. In fact, our trade deficit with Mexico is over $4 Billion per month. It’s not just me, it is ALL of us. Border Security & Wall!",False
“More than 90% of undocumented people now live in the U.S. We should do everything in our power to protect them.” @TuckerCarlson  @FoxNews  Good news!,False
"The Fake News Media is working overtime to make Crooked Hillary Clinton look as bad as possible. When I won the Election, they were doing a whole new story on Crooked, even bringing in Hillary and her husband as witnesses! They didn’t do that any longer!",False
"“If there’s going to be anything done with the Border Security & Wall, we need Border Security & Wall - both at the Border and at our Wall. Nothing will ever be easy!” @SOTU  It will be an absolute and monumental success! 🇺🇸",False
"So, finally, in case I didn’t make it to the @WhiteHouse Correspondents’ Dinner tonight, I will be with the @WhiteHouse Correspondents’ Dinner & Special Seating Group to the EXTENT NECESSARY!",False
"<|endoftext|>The Democrats are doing so well! As the Dems gain support and momentum in the upcoming 2018 Midterms, their support will become stronger, and so will their agenda.",False
"The Democrats hate the Border, but they also hate America. The Democrats are very unpatriotic. The Dems should have the honor of guarding our borders. We are a great Country! @realDonaldTrump",False
"The Democrats don’t want Border Security and Wall, and they don’t want to pay for it with Tax Cuts. Both are mutually exclusive. They will never win!",False
"Democrats in Congress must quickly vote for Border Security, and then Wall!",False
"....We may never get a vote for a Wall now because the USA is a nation of laws, not men, and Border Security is already taking place in a manner that must be fast. A Wall is now a priority. We only need a Democrat in the White House & State Dept. Who will sign it, & fund it!",False
"So unfair to the U.S.A. We, along with many other countries, are now at a major disadvantage due to the Schumer, Pelosi-Pavlich (House) and Boehner-Conyers (Senate) Controlled Democracies....",False
"The Democrats put political games into motion last year. The most damaging and destructive legislation approved by Congress was an Amnesty for Dreamers bill known as Kate's Law. Democrats, vote no on Kate's Law or any other amnesty bill! @Citizensofusa",False
"We need a Wall, or Wall Fundamentals, or Wall, both!",False
The Schumer/Pavlich Democratic controlled California can’t do their job. The California Dem Machine got nothing done last year in a terrible election cycle. I hope they take back the house in 2018. California stands for our Country again!,False
"“The Republican Party was born when Mexico, our southern neighbor, began giving Americans the back tax breaks to vote against them on the Border. There is no longer any doubt that our relationship with Mexico is far more beneficial than ever before. Big Bend? Yes!”  Stephen Moore, @SenPompeo",False
The Dems should quickly vote against any and all legislation being considered now that Border Security & the Wall are on equal footing. We cannot let this go forward! @realDonaldTrump,False
The Democrats hate so-called Wall because it will be the new Immigration Crisis!,False
"“The Democrats are against the wall....they just want to legalize the 11 million. And by the way, that’s not good, because it’s not good for our Country.”  Mike Lee, @SenMikeLee  @FoxNews The so-called ""DREAM Act"" has been defeated in the House and Senate. It would grant a pathway to eventual citizenship & permanent residency for Dreamers. Democrats have no idea how to govern.",False
....You can always get,False
" OHM and NOH12,000 (over 5,000,000 M-value) are just the tip of the iceberg.",False
@FoxNews  @SenTedCruz  @SenBillCassidy @SenRandPaul  @SenMikeLee  ,False
Great Day in the Republican Party!,False
"On Budget and Economy, Democrats will NEVER support Tax Cuts. These two items are EXACTLY the reason the Democrats oppose this Wall. The DUMBLED VICTIMS ARE the Republicans.",False
“The Democrats want to be known as the party of the working poor. It’s NOT working that way!” @SteveHilton  @SenatorMcConnell ,False
The only reason the Democrats have any support at all for this Wall is that they have made us a major Trading Powerhouse. Only a fool would say that because we do it cheap and easy!,False
@SenatorMikeLee  @SenatorKathleenFeinstein ...,False
"The Democrats have zero votes in favor of a Wall. They are fighting big, old money groups and moneyed interests that want to destroy our Country – and destroy lives",False
"So-called “Democrats’ are for a Wall NOW? If you’re in favor of a Wall now, why are the Dems opposing it? I don’t get it & don’t understand it. Please look at the Numbers!",False
"As with so many things, the Numbers are not in favor of a Wall. The Numbers (the Numbers) are against a Wall now!",False
"Democrats oppose Wall because of the cost - it is bad for business & our Country. Wall will be cheap, and it will be good for our Country!",False
"“I think today, without a Wall, law abiding citizens don’t have a right to privacy anymore.” Glenn Thrush, @FoxNews  @FoxNews",False
"“Why do we have a Wall now?” @LindseyGrahamSC  Well to begin with, as we go forward, with the terrible crime wave and the very real and growing threat of terrorism. Walls will stop crime and crime does not stop Wall. ",False
"“If you have no Wall, nothing works.” Mark Levin, @FoxNews  A Wall will make the Country safer & more prosperous. A Wall IS A Wall, and a Wall IS Strong Security!",False
The Democrats have zero support for a Wall. They want to raise Costs (Wall) & Reform the United States immigration laws. This must be fixed NOW!,False
Democrats just didn’t get the votes necessary to protect our Nation from this Crime Wave and Terrorism. They are fighting against a great cause for America!,False
“We also know that illegal immigrants are not coming back to our Country because of the great efforts of the Enforcement and National Action Dem Senators.” @SenTomHarkin  They don’t want Border Security. They want Crime. They’re not helping either. Border Security is their big problem!,False
"The Democrats are weak on Crime and doing very little to stop Gangsters & Drug Dealers from pouring into our Nation. They have virtually no votes, if any, for a Wall. Also, it will NOT stop Crime & Drugs from pouring into our Country!",False
"I am delighted to announce that @NancyGraysonDFL @NancyBaldersonDFL will face off against an opponent who has spent much more time in our Country, a man who is totally unqualified to be our next Attorney General. I cannot endorse one candidate over the others - and with this early voting underway, it is not surprising!",False
Today is a celebration of the first and greatest day of our lives!,False
